"Região","Área","Ocupação","Opinião","Renda","Idade"
"Catamarca","Saúde pública","Profissional liberal","Péssimo",4.17,48
"Aquitânia","Educação","Empresário","Péssimo",3.74,41
"Aquitânia","Infraestrutura","Assalariado/Autônomo","Péssimo",4.78,38
"Catamarca","Educação","Profissional liberal","Péssimo",3.08,51
"Catamarca","Segurança pública","Profissional liberal","Indiferente",2.1,45
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.56,29
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",2.96,34
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.42,40
"Dalmácia","Educação","Aposentado","Indiferente",2.25,18
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.02,18
"Catamarca","Educação","Empresário","Indiferente",2.26,37
"Nortúmbria","Educação","Aposentado","Excelente",1.28,18
"Querétaro","Educação","Profissional liberal","Insatisfatório",2.36,35
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.13,46
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",8.42,51
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.12,22
"Dalmácia","Educação","Funcionário público","Insatisfatório",2.46,28
"Dalmácia","Educação","Funcionário público","Indiferente",2.46,32
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",7.42,43
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",7.06,42
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",2.49,31
"Querétaro","Segurança pública","Funcionário público","Péssimo",2.73,39
"Dalmácia","Educação","Funcionário público","Indiferente",2.8,26
"Nortúmbria","Educação","Funcionário público","Indiferente",1.58,30
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.68,28
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",5.89,38
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.89,27
"Catamarca","Segurança pública","Funcionário público","Indiferente",2.59,40
"Aquitânia","Segurança pública","Empresário","Péssimo",3.33,44
"Nortúmbria","Educação","Aposentado","Satisfatório",1.14,23
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",12.26,35
"Dalmácia","Educação","Funcionário público","Indiferente",1.54,27
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.91,33
"Dalmácia","Infraestrutura","Funcionário público","Satisfatório",1.45,50
"Catamarca","Saúde pública","Assalariado/Autônomo","Indiferente",2.37,32
"Aquitânia","Saúde pública","Empresário","Péssimo",3.45,49
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.23,19
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.58,32
"Aquitânia","Educação","Profissional liberal","Péssimo",8.9,32
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.05,26
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.91,35
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",2.68,35
"Aquitânia","Educação","Assalariado/Autônomo","Insatisfatório",4.09,29
"Catamarca","Educação","Profissional liberal","Péssimo",3.69,45
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.37,56
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.07,38
"Querétaro","Educação","Aposentado","Indiferente",2.19,31
"Catamarca","Segurança pública","Profissional liberal","Péssimo",3.72,33
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.72,30
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.67,37
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.11,18
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.58,40
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",4.95,42
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",10.15,43
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.05,32
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.74,36
"Catamarca","Educação","Profissional liberal","Insatisfatório",2.91,37
"Catamarca","Educação","Aposentado","Indiferente",2.48,35
"Aquitânia","Educação","Profissional liberal","Péssimo",6.92,45
"Querétaro","Educação","Profissional liberal","Péssimo",3.29,41
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.11,23
"Dalmácia","Educação","Assalariado/Autônomo","Péssimo",2.18,39
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.56,33
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.58,38
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.57,35
"Catamarca","Educação","Profissional liberal","Indiferente",2.41,39
"Dalmácia","Segurança pública","Assalariado/Autônomo","Satisfatório",1.29,31
"Nortúmbria","Infraestrutura","Aposentado","Satisfatório",1.49,22
"Querétaro","Segurança pública","Assalariado/Autônomo","Indiferente",2.32,42
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",5.54,34
"Dalmácia","Educação","Funcionário público","Satisfatório",1.43,19
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.49,30
"Catamarca","Saúde pública","Profissional liberal","Péssimo",3.15,44
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.59,38
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.72,43
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.06,38
"Aquitânia","Saúde pública","Empresário","Péssimo",6.9,47
"Catamarca","Segurança pública","Profissional liberal","Péssimo",2.53,47
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.38,30
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.64,24
"Aquitânia","Educação","Funcionário público","Péssimo",6.82,40
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Excelente",1.35,21
"Catamarca","Educação","Empresário","Insatisfatório",2.64,30
"Querétaro","Educação","Funcionário público","Indiferente",2.74,33
"Dalmácia","Educação","Aposentado","Satisfatório",1.54,23
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.54,25
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.18,32
"Dalmácia","Educação","Aposentado","Indiferente",2.06,24
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",4.78,28
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.9,49
"Dalmácia","Educação","Funcionário público","Excelente",1.54,18
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.18,43
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.82,76
"Querétaro","Educação","Funcionário público","Indiferente",1.91,33
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.83,36
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.78,41
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",6.72,42
"Nortúmbria","Educação","Aposentado","Excelente",1.42,18
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.77,46
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.73,29
"Dalmácia","Educação","Aposentado","Indiferente",2.27,25
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.13,26
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",4.08,35
"Nortúmbria","Infraestrutura","Desempregado","Excelente",2.38,18
"Dalmácia","Educação","Profissional liberal","Indiferente",1.83,25
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.32,45
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.73,36
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.67,43
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.07,45
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.66,20
"Catamarca","Educação","Profissional liberal","Péssimo",4.52,43
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.17,53
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.16,36
"Nortúmbria","Educação","Desempregado","Satisfatório",1.79,18
"Dalmácia","Educação","Aposentado","Indiferente",1.27,20
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.38,19
"Querétaro","Segurança pública","Aposentado","Insatisfatório",1.75,41
"Dalmácia","Educação","Aposentado","Satisfatório",1.56,19
"Nortúmbria","Educação","Desempregado","Excelente",1.05,18
"Dalmácia","Infraestrutura","Profissional liberal","Indiferente",1.96,26
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.32,33
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.33,39
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.68,45
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",7.34,57
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.6,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.39,34
"Dalmácia","Educação","Aposentado","Indiferente",2.49,32
"Catamarca","Educação","Profissional liberal","Péssimo",2.96,40
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.62,68
"Dalmácia","Educação","Funcionário público","Insatisfatório",2.7,33
"Dalmácia","Educação","Aposentado","Indiferente",1.75,25
"Aquitânia","Saúde pública","Empresário","Insatisfatório",3.76,46
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.38,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.13,18
"Querétaro","Saúde pública","Assalariado/Autônomo","Péssimo",3.09,36
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",4.34,31
"Catamarca","Saúde pública","Profissional liberal","Insatisfatório",2.54,35
"Dalmácia","Educação","Funcionário público","Indiferente",1.28,26
"Catamarca","Segurança pública","Profissional liberal","Insatisfatório",5.29,33
"Nortúmbria","Educação","Funcionário público","Satisfatório",1.09,27
"Catamarca","Saúde pública","Profissional liberal","Péssimo",3.41,34
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.14,40
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.99,39
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.46,23
"Aquitânia","Segurança pública","Empresário","Péssimo",3.78,45
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.39,24
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",2.98,40
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",5.01,50
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.61,29
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.02,18
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.43,35
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.24,21
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.74,24
"Nortúmbria","Infraestrutura","Desempregado","Satisfatório",1.22,26
"Catamarca","Educação","Empresário","Péssimo",5.53,43
"Dalmácia","Educação","Aposentado","Indiferente",2.12,19
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.14,29
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.35,47
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",4.65,46
"Aquitânia","Saúde pública","Empresário","Péssimo",3.42,47
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.43,20
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.51,18
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.14,18
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.48,46
"Nortúmbria","Educação","Desempregado","Excelente",1.17,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.16,30
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.36,46
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.48,47
"Querétaro","Segurança pública","Assalariado/Autônomo","Péssimo",3.14,31
"Catamarca","Saúde pública","Profissional liberal","Péssimo",2.48,35
"Aquitânia","Saúde pública","Empresário","Péssimo",8.2,58
"Querétaro","Educação","Profissional liberal","Insatisfatório",2.92,29
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.16,18
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.58,35
"Catamarca","Educação","Profissional liberal","Indiferente",2.12,39
"Nortúmbria","Infraestrutura","Desempregado","Excelente",2.08,18
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.27,18
"Aquitânia","Educação","Empresário","Péssimo",3.39,49
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.97,33
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",6.49,52
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.02,50
"Dalmácia","Educação","Funcionário público","Satisfatório",1.23,29
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",7.02,36
"Querétaro","Segurança pública","Assalariado/Autônomo","Indiferente",2.3,32
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.69,43
"Dalmácia","Educação","Funcionário público","Indiferente",1.93,25
"Nortúmbria","Educação","Assalariado/Autônomo","Indiferente",1.25,28
"Catamarca","Educação","Profissional liberal","Insatisfatório",3.46,30
"Aquitânia","Saúde pública","Empresário","Péssimo",8.84,55
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.85,29
"Aquitânia","Educação","Profissional liberal","Péssimo",3.56,46
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",1.56,32
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.07,51
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",6.85,46
"Dalmácia","Infraestrutura","Aposentado","Satisfatório",1.55,31
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.72,29
"Aquitânia","Saúde pública","Empresário","Péssimo",5.77,37
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",6.76,47
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.59,39
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.82,45
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",8.28,76
"Querétaro","Segurança pública","Assalariado/Autônomo","Indiferente",3.24,20
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",6.12,53
"Querétaro","Educação","Funcionário público","Indiferente",2.14,33
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",6.14,36
"Querétaro","Saúde pública","Assalariado/Autônomo","Insatisfatório",2.17,29
"Catamarca","Segurança pública","Funcionário público","Péssimo",2.35,40
"Dalmácia","Educação","Aposentado","Satisfatório",1.56,18
"Dalmácia","Educação","Funcionário público","Satisfatório",1.58,22
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.98,29
"Querétaro","Saúde pública","Assalariado/Autônomo","Péssimo",2.8,41
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.32,46
"Nortúmbria","Educação","Aposentado","Satisfatório",1.31,21
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",5.65,38
"Nortúmbria","Infraestrutura","Funcionário público","Satisfatório",1.13,28
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.62,33
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",4.13,45
"Nortúmbria","Educação","Assalariado/Autônomo","Indiferente",1.28,29
"Catamarca","Segurança pública","Assalariado/Autônomo","Indiferente",2.97,32
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.13,27
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",2.92,40
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.39,42
"Catamarca","Segurança pública","Empresário","Péssimo",2.76,49
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.4,19
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.76,33
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.41,32
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.67,18
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.45,20
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.73,38
"Dalmácia","Educação","Desempregado","Indiferente",1.78,29
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.66,32
